PP 848 BK OPRAWA HALOGENOWA HERMETYCZNA IP65,"https://www.pp-design.pl/image,offer,933,2849,1000,750,0.jpg,https://www.pp-design.pl/image,offer,933,2850,1000,750,0.jpg,https://www.pp-design.pl/image,offer,933,2851,1000,750,0.jpg,https://www.pp-design.pl/image,offer,933,2852,1000,750,0.jpg,https://www.pp-design.pl/image,offer,933,2853,1000,750,0.jpg",65.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,szkło,KOLOR:Biały,przezroczysty,WYMIARY:85x85mm,OTWÓR MONTAŻOWY:śr.70mm,GŁĘBOKOŚĆ MONTAŻOWA:H90mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,,TRZONEK:GU10230V(opcjonalnie),GU5,312V(opcjonalnie),ŻARÓWKA:LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP65"
PP 845 WH OPRAWA HALOGENOWA HERMETYCZNA IP65,"https://www.pp-design.pl/image,offer,784,1850,1000,750,0.jpg,https://www.pp-design.pl/image,offer,784,1849,1000,750,0.jpg",65.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,szkło,KOLOR:Biały,przezroczysty,WYMIARY:śr.80mm,OTWÓR MONTAŻOWY:śr.70mm,GŁĘBOKOŚĆ MONTAŻOWA:H65mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,,TRZONEK:GU10230V(wkomplecie),ŻARÓWKA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP65"
PP 830 WH OPRAWA HALOGENOWA HERMETYCZNA IP65,"https://www.pp-design.pl/image,offer,783,1847,1000,750,0.jpg,https://www.pp-design.pl/image,offer,783,1848,1000,750,0.jpg",55.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,szkło,KOLOR:Biały,przezroczysty,WYMIARY:śr.98mm,OTWÓR MONTAŻOWY:śr.70mm,GŁĘBOKOŚĆ MONTAŻOWA:H80mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,,TRZONEK:GU10230V(opcjonalnie),GU5,312V(opcjonalnie),ŻARÓWKA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP65"
PP 847 WH OPRAWA HALOGENOWA HERMETYCZNA IP65,"https://www.pp-design.pl/image,offer,782,1840,1000,750,0.jpg,https://www.pp-design.pl/image,offer,782,1839,1000,750,0.jpg",65.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,szkło,KOLOR:Biały,przezroczysty,WYMIARY:śr.85mm,OTWÓR MONTAŻOWY:śr.70mm,GŁĘBOKOŚĆ MONTAŻOWA:H90mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,,TRZONEK:GU10230V(opcjonalnie),GU5,312V(opcjonalnie),ŻARÓWKA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP65"
PP 848 WH OPRAWA HALOGENOWA HERMETYCZNA IP65,"https://www.pp-design.pl/image,offer,781,1841,1000,750,0.jpg,https://www.pp-design.pl/image,offer,781,1842,1000,750,0.jpg",65.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,szkło,KOLOR:Biały,przezroczysty,WYMIARY:85x85mm,OTWÓR MONTAŻOWY:śr.70mm,GŁĘBOKOŚĆ MONTAŻOWA:H85mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,,TRZONEK:GU10230V(opcjonalnie),GU5,312V(opcjonalnie),ŻARÓWKA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP65"
PP MODUŁ 8W OPRAWA LED - GŁĘBOKOŚĆ 3cm !,"https://www.pp-design.pl/image,offer,765,1640,1000,750,0.jpg,https://www.pp-design.pl/image,offer,765,1641,1000,750,0.jpg,https://www.pp-design.pl/image,offer,765,1643,1000,750,0.jpg,https://www.pp-design.pl/image,offer,765,1642,1000,750,0.jpg",79.00 PLN,Oprawy halogenowe,"MATERIAŁ:Tworzywosztuczne,KOLOR:Biały,WYMIARY:śr.110xH25mm,OTWÓR MONTAŻOWY:śr.100mm,GŁĘBOKOŚĆ MONTAŻOWA:H30mm,NAPIĘCIE ZASILANIA:230V50Hz,ŹRÓDŁO ŚWIATŁA:LED8W,BARWA ŚWIATŁA:3000K(białyciepły),STRUMIEŃ ŚWIETLNY:680lm,KĄT ŚWIECENIA:100stopni,STOPIEŃ SZCZELNOŚCI:IP20"
PP 818/2 BK OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,763,1620,1000,750,0.jpg",185.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Czarny,WYMIARY:190x94x120mm,OTWÓR MONTAŻOWY:190x94mm,GŁĘBOKOŚĆ MONTAŻOWA:120mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),G5312V(gniazdowkomplecie),ŻARÓWKA:Halogen230Vlub12V2x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 618/2 BK OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,762,1621,1000,750,0.jpg",340.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:296x145xH130mm,OTWÓR MONTAŻOWY:296x145,GŁĘBOKOŚĆ MONTAŻOWA:H130mm,TRZONEK:GU10230V(opcjonalnie),G5312V(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V2x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 818/1 BK OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,761,1617,1000,750,0.jpg",95.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:94x94x120mm,OTWÓR MONTAŻOWY:94x94x120,GŁĘBOKOŚĆ MONTAŻOWA:120mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),G5312V(gniazdowkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 618/1 BK OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,760,1616,1000,750,0.jpg",179.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:145x145xH130mm,GŁĘBOKOŚĆ MONTAŻOWA:110mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),G5312V(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 821/1 OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,153,1938,1000,750,0.jpg,https://www.pp-design.pl/image,offer,153,80,1000,750,0.jpg",38.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Biały,WYMIARY:80x80xH2mm,OTWÓR MONTAŻOWY:śr.68mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),GU5,3(gniazdowkomplecie),ŻARÓWKA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 821/2 OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,154,1939,1000,750,0.jpg,https://www.pp-design.pl/image,offer,154,81,1000,750,0.jpg",65.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Biały,WYMIARY:150x80xH2mm,OTWÓR MONTAŻOWY:134x67mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),GU5,3(gniazdowkomplecie),ŻARÓWKA:Halogen230Vlub12V2x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 818/1 WH OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,149,1564,1000,750,0.jpg",95.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:94x94x120mm,OTWÓR MONTAŻOWY:94x94x120mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),G5312V(gniazdowkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 818/2 WH OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,150,1565,1000,750,0.jpg",185.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:190x94x120mm,OTWÓR MONTAŻOWY:190x94x120mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),G5312V(gniazdowkomplecie),ŻARÓWKA:Halogen230Vlub12V2x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 824 IP OPRAWA LED - HERMETYCZNA IP44 - GŁĘBOKOŚĆ 3 CM !,"https://www.pp-design.pl/image,offer,645,833,1000,750,0.jpg,https://www.pp-design.pl/image,offer,645,832,1000,750,0.jpg,https://www.pp-design.pl/image,offer,645,801,1000,750,0.JPG,https://www.pp-design.pl/image,offer,645,802,1000,750,0.JPG",90.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,tworzywosztuczne,KOLOR:Biały,biały,WYMIARY:80x80xH40mm,OTWÓR MONTAŻOWY:65x65mm,GŁĘBOKOŚĆ MONTAŻOWA:30mm,NAPIĘCIE ZASILANIA:230V50Hz,ŹRÓDŁO ŚWIATŁA:LED5W,BARWA ŚWIATŁA:3000K(białyciepły),STRUMIEŃ ŚWIETLNY:400lm,KĄT ŚWIECENIA:110stopni,STOPIEŃ SZCZELNOŚCI:IP44"
PP 825 IP OPRAWA LED - HERMETYCZNA IP44 - GŁĘBOKOŚĆ 3 CM !,"https://www.pp-design.pl/image,offer,643,814,1000,750,0.jpg,https://www.pp-design.pl/image,offer,643,813,1000,750,0.jpg,https://www.pp-design.pl/image,offer,643,790,1000,750,0.JPG,https://www.pp-design.pl/image,offer,643,791,1000,750,0.JPG",90.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,tworzywosztuczne,KOLOR:Biały,biały,WYMIARY:śr.80xH40mm,OTWÓR MONTAŻOWY:śr.65mm,GŁĘBOKOŚĆ MONTAŻOWA:30mm,NAPIĘCIE ZASILANIA:230V50Hz,ŹRÓDŁO ŚWIATŁA:LED5W,BARWA ŚWIATŁA:3000K(białyciepły),STRUMIEŃ ŚWIETLNY:400lm,KĄT ŚWIECENIA:110stopni,STOPIEŃ SZCZELNOŚCI:IP44"
PP 827 IP OPRAWA LED - HERMETYCZNA IP44 - GŁĘBOKOŚĆ 3 CM !,"https://www.pp-design.pl/image,offer,644,818,1000,750,0.jpg,https://www.pp-design.pl/image,offer,644,819,1000,750,0.jpg,https://www.pp-design.pl/image,offer,644,794,1000,750,0.JPG,https://www.pp-design.pl/image,offer,644,795,1000,750,0.JPG,https://www.pp-design.pl/image,offer,644,796,1000,750,0.JPG,https://www.pp-design.pl/image,offer,644,1149,1000,750,0.png",90.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,tworzywosztuczne,KOLOR:Biały,biały,WYMIARY:śr.80xH45mm,OTWÓR MONTAŻOWY:śr.65mm,GŁĘBOKOŚĆ MONTAŻOWA:30mm,NAPIĘCIE ZASILANIA:230V50Hz,ŹRÓDŁO ŚWIATŁA:LED5W,BARWA ŚWIATŁA:3000K(białyciepły),STRUMIEŃ ŚWIETLNY:400lm,KĄT ŚWIECENIA:110stopni,STOPIEŃ SZCZELNOŚCI:IP44"
PP 618/1 WH OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,113,1562,1000,750,0.jpg",179.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Biały,WYMIARY:145x145xH130mm,OTWÓR MONTAŻOWY:145x145xH130mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),G5312V(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 618/2 WH OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,114,1563,1000,750,0.jpg",340.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:296x145xH130mm,OTWÓR MONTAŻOWY:296x145xH130mm,TRZONEK:GU10230V(opcjonalnie),G5312V(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V2x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 613/1 OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,112,1927,1000,750,0.jpg,https://www.pp-design.pl/image,offer,112,46,1000,750,0.jpg,https://www.pp-design.pl/image,offer,112,1120,1000,750,0.png",120.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Aluminiumdrapane,WYMIARY:śr.180mm,OTWÓR MONTAŻOWY:śr.145mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),G53(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V,STOPIEŃ SZCZELNOŚCI:IP20"
PP 711 WH OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,133,1985,1000,750,0.jpg,https://www.pp-design.pl/image,offer,133,62,1000,750,0.jpg,https://www.pp-design.pl/image,offer,133,1309,1000,750,0.png",48.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:śr.105mm,OTWÓR MONTAŻOWY:śr.96mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),GU5,3(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V1x50W,LED230Vlub12V,STOPIEŃ SZCZELNOŚCI:IP20"
PP 701/1 WH OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,122,1983,1000,750,0.jpg,https://www.pp-design.pl/image,offer,122,54,1000,750,0.jpg",48.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:105x105mm,OTWÓR MONTAŻOWY:95x95mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(zadoplatą),GU5,3(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V1x50W,LED230Vlub12V,STOPIEŃ SZCZELNOŚCI:IP20"
PP 701/2 WH OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,123,1984,1000,750,0.jpg,https://www.pp-design.pl/image,offer,123,55,1000,750,0.jpg",96.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:210x105xH7mm,OTWÓR MONTAŻOWY:200x95mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(zadopłatą),GU5,3(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V2x50W,LED230Vlub12V,STOPIEŃ SZCZELNOŚCI:IP20"
PP 710/1 IP OPRAWA HALOGENOWA PAR16 MR16 HERMETYCZNA IP44,"https://www.pp-design.pl/image,offer,129,1930,1000,750,0.jpg,https://www.pp-design.pl/image,offer,129,59,1000,750,0.jpg",59.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Aluminiumdrapane,WYMIARY:97x97mm,OTWÓR MONTAŻOWY:śr.60mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),GU5,3(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP44"
PP 812 BK OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,725,1366,1000,750,0.png",48.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:śr.92mm,OTWÓR MONTAŻOWY:śr.78mm,GŁĘBOKOŚĆ MONTAŻOWA:70mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),GU5,3(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 810/1 BK OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,626,1125,1000,750,0.png",48.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:92x92mm,OTWÓR MONTAŻOWY:śr.78mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),GU5,3(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 810/2 BK OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,627,1126,1000,750,0.png",96.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:174x92mm,OTWÓR MONTAŻOWY:156x78mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),GU5,3(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V2x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 650/1 OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,614,598,1000,750,0.jpg,https://www.pp-design.pl/image,offer,614,580,1000,750,0.JPG,https://www.pp-design.pl/image,offer,614,579,1000,750,0.JPG",56.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:190x190mm,OTWÓR MONTAŻOWY:170x170mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),G5312V(opcjonalnie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V1x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 650/2 OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,615,599,1000,750,0.jpg,https://www.pp-design.pl/image,offer,615,582,1000,750,0.JPG,https://www.pp-design.pl/image,offer,615,583,1000,750,0.JPG",113.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:355x190mm,OTWÓR MONTAŻOWY:330x170mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),G5312V(opcjonalnie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V2x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 610/1 OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,107,1977,1000,750,0.JPG,https://www.pp-design.pl/image,offer,107,40,1000,750,0.jpg",120.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Aluminiumdrapane,WYMIARY:180x180mm,OTWÓR MONTAŻOWY:śr.145mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),G53(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V,STOPIEŃ SZCZELNOŚCI:IP20"
PP 610/2 OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,108,1978,1000,750,0.JPG,https://www.pp-design.pl/image,offer,108,42,1000,750,0.jpg",240.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Aluminiumdrapane,WYMIARY:355x180mm,OTWÓR MONTAŻOWY:2xśr.145mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),G53(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V2x75W,LED230Vlub12V,STOPIEŃ SZCZELNOŚCI:IP20"
PP 750/1 OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,616,594,1000,750,0.jpg,https://www.pp-design.pl/image,offer,616,595,1000,750,0.jpg,https://www.pp-design.pl/image,offer,616,587,1000,750,0.JPG,https://www.pp-design.pl/image,offer,616,588,1000,750,0.JPG",28.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:110x110mm,OTWÓR MONTAŻOWY:95x95mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V,GU5,312V,ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 750/2 OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,617,596,1000,750,0.jpg,https://www.pp-design.pl/image,offer,617,597,1000,750,0.jpg,https://www.pp-design.pl/image,offer,617,590,1000,750,0.JPG,https://www.pp-design.pl/image,offer,617,591,1000,750,0.JPG",56.00 PLN,Oprawy halogenowe,"MATERIAŁ:Metal,KOLOR:Biały,WYMIARY:210x110mm,OTWÓR MONTAŻOWY:195x95mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V,GU5,312V,ŻARÓWKA:Halogen230Vlub12V2x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 612/1 OPRAWA HALOGENOWA ES111 AR111 QR111 - NOWA WERSJA,"https://www.pp-design.pl/image,offer,596,455,1000,750,0.jpg,https://www.pp-design.pl/image,offer,596,456,1000,750,0.jpg",120.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:śr.180mm,OTWÓR MONTAŻOWY:śr.145mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),G53(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 611/1 OPRAWA HALOGENOWA ES111 AR111 QR111 - NOWA WERSJA,"https://www.pp-design.pl/image,offer,594,452,1000,750,0.jpg,https://www.pp-design.pl/image,offer,594,449,1000,750,0.jpg",120.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:180x180mm,OTWÓR MONTAŻOWY:śr.145mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),G53(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 611/2 OPRAWA HALOGENOWA ES111 AR111 QR111 - NOWA WERSJA,"https://www.pp-design.pl/image,offer,595,453,1000,750,0.jpg,https://www.pp-design.pl/image,offer,595,454,1000,750,0.jpg",240.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Czarny,WYMIARY:355x180mm,OTWÓR MONTAŻOWY:2xśr.145mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),G53(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V2x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 69/1 WH OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,590,389,1000,750,0.jpg",58.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Biały,WYMIARY:92x92xH3mm,OTWÓR MONTAŻOWY:śr.82mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),GU5,312V(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V1x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 69/2 WH OPRAWA HALOGENOWA PAR16 MR16,"https://www.pp-design.pl/image,offer,591,390,1000,750,0.jpg",117.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Biały,WYMIARY:173x92xH3mm,OTWÓR MONTAŻOWY:156x82mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10230V(opcjonalnie),GU5,312V(gniazdowkomplecie),ŹRÓDŁO ŚWIATŁA:Halogen230Vlub12V2x50W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
PP 620 WH OPRAWA HALOGENOWA ES111 AR111 QR111,"https://www.pp-design.pl/image,offer,115,462,1000,750,0.jpg,https://www.pp-design.pl/image,offer,115,463,1000,750,0.jpg,https://www.pp-design.pl/image,offer,115,1062,1000,750,0.png",120.00 PLN,Oprawy halogenowe,"MATERIAŁ:Aluminium,KOLOR:Biały,WYMIARY:śr.180xH2mm,OTWÓR MONTAŻOWY:śr.145mm,NAPIĘCIE ZASILANIA:230V50Hz,12V50Hz,TRZONEK:GU10(opcjonalnie),G53(przewodywkomplecie),ŻARÓWKA:Halogen230Vlub12V1x75W,LED230Vlub12V(brakwkomplecie),STOPIEŃ SZCZELNOŚCI:IP20"
